86, 3, 87, 0
87, 3, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 3, 75, 0
75, 1, 85, 0
85, 3, 86, 0
86, 3, 87, 0
87, 3, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 3, 75, 0
75, 1, 85, 0
85, 3, 86, 0
86, 3, 87, 0
87, 3, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 3, 75, 0
75, 1, 85, 0
85, 3, 86, 0
86, 3, 87, 0
87, 3, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 3, 75, 0
75, 1, 85, 0
85, 3, 86, 0
86, 3, 87, 0
87, 3, 88, 0
88, 3, 89, 0
89, 1, 89, 10
